r0,r1,target,pred,success
9.664177,49.511134999999996,색상,색상,성공
-35.532207,-30.011583,용량,용량,성공
-25.745914000000003,48.925667,디자인,디자인,성공
27.180590000000002,3.573034,감촉,감촉,성공
0.5625949,47.280857,디자인,디자인,성공
-17.368092,-22.789845,용량,용량,성공
-65.55819,-6.290490599999999,가격,가격,성공
32.717026000000004,19.579138,색상,색상,성공
-16.325027,-1.1409613,가격,가격,성공
-51.89365,12.885107000000001,디자인,색상,실패
-22.162237,-35.638416,용량,용량,성공
37.509407,14.215226000000001,가격,가격,성공
-26.069677,5.237996,가격,가격,성공
-16.584599,-42.619408,용량,용량,성공
-15.281223,-57.30924,용량,용량,성공
-20.98025,5.4964414,가격,가격,성공
43.986374,10.269425,가격,가격,성공
29.972158,18.711931,색상,색상,성공
-9.84296,20.367893,색상,색상,성공
7.236317999999999,1.2947223,감촉,감촉,성공
20.393446,43.233129999999996,향기,향기,성공
-28.35353,8.8109455,향기,향기,성공
-14.243538000000001,-4.1708393,가격,가격,성공
-27.909225,-10.776634,가격,가격,성공
11.922147,-36.911021999999996,감촉,감촉,성공
-17.565523000000002,48.359394,디자인,디자인,성공
31.041037,16.836857000000002,디자인,색상,실패
12.478145,12.550372,색상,감촉,실패
38.000202,-23.197687,감촉,향기,실패
15.908988,-5.897855,감촉,감촉,성공
-0.81965816,19.878223000000002,디자인,색상,실패
41.357883,-17.352705,향기,향기,성공
-5.424542400000001,-17.050735,가격,가격,성공
-25.365738,41.185534999999994,디자인,디자인,성공
57.61074,1.9670695,향기,감촉,실패
11.533656,39.161522,감촉,디자인,실패
-20.623175,29.572020000000002,디자인,디자인,성공
30.631477,-42.926327,향기,감촉,실패
-33.802624,24.767870000000002,디자인,디자인,성공
-33.144496999999994,-43.862263,용량,용량,성공
11.814061,39.047787,디자인,디자인,성공
38.398277,-20.775673,디자인,향기,실패
-18.209145,38.204857000000004,디자인,디자인,성공
10.268986,6.653525999999999,감촉,감촉,성공
-5.229144,-47.640728,용량,용량,성공
-10.8156185,-9.798877000000001,가격,감촉,실패
36.33452,-22.878292000000002,향기,향기,성공
-30.470444,-38.575336,용량,용량,성공
-34.19272,30.7988,색상,디자인,실패
-33.824203000000004,3.9348682999999998,가격,가격,성공
39.2858,8.027078,가격,가격,성공
26.255717999999998,-26.398783,향기,향기,성공
-52.026524,15.371081,색상,색상,성공
-44.67855,0.44743797,가격,가격,성공
-19.681509,-17.372736,가격,가격,성공
2.8370773999999996,-44.488533000000004,용량,용량,성공
33.34709,-15.713125,향기,향기,성공
-28.22325,1.4187957,가격,가격,성공
-8.21092,-17.556379999999997,향기,가격,실패
5.3497953,49.10256,색상,색상,성공
-24.674170999999998,21.764277,가격,디자인,실패
5.859531,-3.1038947,향기,색상,실패
20.612305,18.948917,향기,향기,성공
44.22009,24.029247,디자인,색상,실패
0.7073996,24.897768,색상,색상,성공
33.220078,-12.900743499999999,향기,향기,성공
10.13265,57.285419999999995,디자인,디자인,성공
33.208046,-43.585194,향기,향기,성공
29.164783,16.989265,색상,색상,성공
6.0228314,4.1435633,감촉,감촉,성공
-24.135675,-34.022659999999995,용량,용량,성공
-38.82244,27.350845,디자인,디자인,성공
-25.018534,-39.13704,용량,용량,성공
0.49714363,-13.492370999999999,가격,감촉,실패
-6.211052400000001,25.539474,디자인,디자인,성공
15.459913,-29.536499,감촉,감촉,성공
38.087383,0.6469058000000001,향기,향기,성공
11.899374,21.662092,감촉,색상,실패
-15.762488000000001,-29.779235999999997,용량,용량,성공
1.8392031999999998,-16.551617,감촉,감촉,성공
-35.254044,40.60195,디자인,디자인,성공
-28.177509999999998,-22.934148999999998,용량,용량,성공
-65.47479,-5.9422239999999995,가격,가격,성공
45.599003,5.568184,감촉,용량,실패
14.17269,-39.965866,감촉,감촉,성공
52.966503,-14.560164000000002,향기,향기,성공
69.88022,-7.4038070000000005,색상,색상,성공
50.857418,-15.509815,향기,향기,성공
44.277103000000004,15.218187,가격,가격,성공
14.390787,-29.718259999999997,감촉,감촉,성공
-37.647934,-28.867933,용량,용량,성공
15.42888,2.0682354,색상,감촉,실패
18.493864000000002,8.479064,감촉,감촉,성공
24.854876,-0.049544702999999995,감촉,감촉,성공
41.402446999999995,12.345417999999999,가격,가격,성공
-4.5873919999999995,-16.976760000000002,가격,가격,성공
32.446915000000004,-29.782562,색상,향기,실패
32.787712,-28.271893,향기,향기,성공
14.390395999999999,30.363509999999998,색상,색상,성공
-40.432303999999995,-33.87073,용량,용량,성공
19.8746,-10.473222999999999,향기,향기,성공
-23.871244,-40.20001,용량,용량,성공
-25.755255,-15.736220000000001,용량,색상,실패
3.6421044,-40.46209,가격,향기,실패
-28.233211999999998,9.87074,색상,가격,실패
-30.5992,34.37148,디자인,디자인,성공
-24.707424,-3.2061822,가격,가격,성공
42.398563,-16.887693,향기,향기,성공
-44.184128,-9.113526,가격,가격,성공
16.61153,16.858948,감촉,감촉,성공
36.66557,28.458015000000003,디자인,디자인,성공
12.669307,12.095744,색상,감촉,실패
43.274944,13.044903999999999,가격,가격,성공
28.89841,-36.710308000000005,향기,향기,성공
45.76018,-21.704195000000002,향기,향기,성공
21.000425,50.88885,색상,색상,성공
-36.2099,-0.8764299999999999,가격,가격,성공
-8.425817,11.51976,가격,가격,성공
40.570045,-16.62331,향기,향기,성공
-36.996513,-6.4468727,가격,가격,성공
-21.775387,30.949216999999997,디자인,디자인,성공
18.660812,26.317103999999997,색상,색상,성공
44.425709999999995,41.086163,디자인,디자인,성공
-4.649698,-45.738876,용량,용량,성공
23.340557,12.934457,향기,향기,성공
7.814780000000001,22.703008999999998,디자인,색상,실패
-3.040883,-38.45645,용량,용량,성공
-16.247015,-31.293573,용량,용량,성공
19.107231,-8.408536999999999,향기,향기,성공
-35.99337,33.113045,디자인,디자인,성공
-32.838229999999996,-47.863434000000005,용량,용량,성공
33.337574,-29.555555,향기,향기,성공
-3.8414552000000004,33.903225,색상,색상,성공
-23.21906,-21.560055,용량,용량,성공
40.336715999999996,-18.641392,향기,향기,성공
-12.2882185,-55.663555,용량,용량,성공
-34.205242,6.824578999999999,가격,가격,성공
3.7891616999999997,7.435722,감촉,감촉,성공
34.60098,-4.5384374,감촉,감촉,성공
32.228252000000005,42.952736,디자인,디자인,성공
-0.35567182,-45.92026,용량,향기,실패
16.689857,0.056914605,감촉,감촉,성공
19.64576,45.414124,색상,향기,실패
-24.734282999999998,-21.77984,용량,용량,성공
-25.30808,-2.3055005,가격,가격,성공
12.053938,-38.229267,향기,감촉,실패
33.30022,6.81388,향기,향기,성공
33.071391999999996,-21.895731,향기,향기,성공
-24.269606,43.557213,디자인,디자인,성공
18.840843,-17.187244,감촉,감촉,성공
-38.261776,23.257105,디자인,디자인,성공
30.234965999999996,14.426726,용량,용량,성공
-11.628829,49.660526000000004,디자인,디자인,성공
17.27895,-43.60399,감촉,감촉,성공
-30.751331,-27.431991999999997,용량,용량,성공
38.12973,6.9029546,향기,향기,성공
-9.915658,3.040718,가격,가격,성공
1.1863606000000002,-9.534124,디자인,디자인,성공
50.013206,28.252457,색상,색상,성공
-43.331486,9.621661,가격,가격,성공
-9.891782000000001,8.229919,가격,디자인,실패
-1.2659343,24.887032,색상,색상,성공
-17.654099,-8.014057000000001,가격,가격,성공
4.5946665,-35.51639,가격,가격,성공
30.226543,8.147244,향기,향기,성공
-38.30924,-7.9447556,가격,가격,성공
8.4374895,-12.080076,감촉,감촉,성공
-16.907606,-58.39165,용량,용량,성공
48.824512,-11.988273,향기,향기,성공
-20.245289,-58.46180699999999,용량,용량,성공
-47.282115999999995,-5.609739,가격,가격,성공
12.747397,-38.57502,감촉,감촉,성공
25.894402,-4.8974752,감촉,감촉,성공
-14.839839000000001,2.8027387000000004,가격,가격,성공
-13.965910000000001,46.767241999999996,디자인,디자인,성공
27.770458,-37.823345,향기,향기,성공
-41.66037,0.08320651,가격,가격,성공
-37.084922999999996,-8.953484,가격,가격,성공
-15.311059,6.8019686,가격,가격,성공
-2.6752896,-30.101387,감촉,용량,실패
-48.308434000000005,0.45511988,가격,가격,성공
50.9168,4.052987,향기,감촉,실패
-26.795156,31.743321999999996,디자인,디자인,성공
-59.672684,-7.319445599999999,색상,색상,성공
-36.67337,10.835353999999999,가격,가격,성공
-36.514854,1.7763741000000002,가격,가격,성공
42.082153000000005,26.364977000000003,색상,디자인,실패
13.934662,12.732985000000001,감촉,감촉,성공
11.935518,-40.876446,감촉,감촉,성공
68.05363,-3.3305089999999997,향기,향기,성공
8.356545,9.471160000000001,감촉,색상,실패
10.775535000000001,-6.0054235,감촉,감촉,성공
-4.004807,-41.497234000000006,용량,용량,성공
-64.366066,-9.87133,감촉,감촉,성공
21.128807000000002,-1.2863003,감촉,감촉,성공
-18.2917,43.769079999999995,디자인,디자인,성공
-18.531067,-7.258666000000001,감촉,가격,실패
-9.421954,50.883686,디자인,디자인,성공
33.170753000000005,42.54892,디자인,디자인,성공
-4.6683807,24.75185,디자인,디자인,성공
-27.756597999999997,-42.69665,용량,용량,성공
-40.4573,16.329079,디자인,가격,실패
-33.43561,-27.969697999999998,용량,용량,성공
-4.997311,-36.16799,향기,용량,실패
-14.931548999999999,-61.902042,용량,용량,성공
20.106447,-10.362886,향기,향기,성공
32.37178,29.053349,색상,색상,성공
12.462694,57.693497,색상,향기,실패
33.451984,-0.58413285,감촉,감촉,성공
15.415142000000001,-37.013687,향기,향기,성공
-34.264835,30.919853000000003,디자인,디자인,성공
58.342445,8.662188,가격,가격,성공
3.6556585,-29.845064,감촉,감촉,성공
4.349330999999999,13.632819,디자인,색상,실패
-3.062029,41.411343,색상,색상,성공
11.234863,0.817438,감촉,감촉,성공
44.71468,39.33126,디자인,디자인,성공
-34.745540000000005,28.93161,디자인,디자인,성공
-23.535275,-38.541466,용량,용량,성공
43.774857,-13.474699,향기,향기,성공
-31.757618,10.103235,향기,향기,성공
-4.2542290000000005,16.554645999999998,용량,용량,성공
-19.341238,-57.590630000000004,용량,용량,성공
33.440056,-18.159222,향기,향기,성공
-29.750020000000003,-15.895862,가격,가격,성공
4.542265,-23.95187,향기,향기,성공
-8.940139,-11.363023,향기,향기,성공
34.107338,-18.875770000000003,향기,향기,성공
-30.503165999999997,-15.116625,가격,가격,성공
44.866436,9.818805000000001,가격,가격,성공
-23.671523999999998,33.696247,디자인,디자인,성공
-7.9748982999999996,-62.05546,용량,용량,성공
27.966469,-23.895595999999998,향기,향기,성공
67.323326,2.498735,디자인,색상,실패
-24.747673000000002,-4.655907,가격,가격,성공
6.5417027,35.017056,색상,색상,성공
38.06005,-14.719334,향기,향기,성공
-31.533436,-43.07617,용량,용량,성공
32.549088,-6.7133384000000005,향기,향기,성공
-40.312496,-5.739169599999999,가격,가격,성공
-37.443695,24.535019000000002,디자인,디자인,성공
14.612692000000001,-18.612589,감촉,감촉,성공
-8.926014,-43.791046,용량,용량,성공
-17.731642,41.404284999999994,디자인,디자인,성공
32.310215,-35.73206,향기,향기,성공
1.189683,-4.6304545,감촉,감촉,성공
-9.72463,-6.398517,감촉,감촉,성공
54.25173,-4.638925599999999,감촉,감촉,성공
19.927498,-7.169608,향기,향기,성공
3.4867785000000002,-28.638605,감촉,감촉,성공
-13.064423,-33.841454,용량,용량,성공
12.881533000000001,10.146828999999999,감촉,감촉,성공
-17.453617,52.36425,디자인,용량,실패
-38.621265,30.069908,디자인,디자인,성공
24.710127,5.209962,감촉,감촉,성공
-7.66206,54.282740000000004,디자인,디자인,성공
-37.454266,26.109657000000002,디자인,디자인,성공
27.013720000000003,2.7508543,감촉,향기,실패
-23.708354999999997,34.879757,디자인,디자인,성공
-30.777771,43.707570000000004,디자인,디자인,성공
-27.961472999999998,-11.200439,가격,가격,성공
3.2958858,19.542317999999998,가격,색상,실패
32.121155,-11.616695,향기,향기,성공
-3.3965337,-15.223564999999999,가격,가격,성공
3.0958374,54.78435,색상,색상,성공
14.134847,-39.929806,감촉,감촉,성공
2.3319972,-19.839737,감촉,감촉,성공
35.734764,24.110525,색상,색상,성공
32.986515000000004,43.99818,디자인,디자인,성공
-16.438501000000002,7.749621,가격,가격,성공
-16.401897,-39.568546000000005,감촉,용량,실패
13.360681,-45.316116,향기,감촉,실패
-22.219837,37.97125,디자인,디자인,성공
13.649438,35.150963,감촉,디자인,실패
12.844042,-9.148951,향기,향기,성공
-8.12525,36.067837,디자인,색상,실패
32.427258,-30.800828999999997,향기,향기,성공
6.1666636,-10.677562,가격,감촉,실패
19.283606,21.892960000000002,감촉,색상,실패
-26.179320999999998,6.958049000000001,디자인,가격,실패
-4.7652593,35.585021999999995,색상,색상,성공
10.836149,35.62225,색상,색상,성공
-19.437916,-14.275331,가격,가격,성공
-28.044334000000003,-28.943438,용량,용량,성공
13.285201,-43.272846,감촉,감촉,성공
-16.020857,-31.626356,용량,용량,성공
-17.5924,-34.799137,용량,용량,성공
-8.042952,-50.423164,용량,용량,성공
-20.684752,-23.948376,용량,용량,성공
-29.632582,-13.551779999999999,향기,향기,성공
-21.315386,-24.560067999999998,향기,용량,실패
-59.06146999999999,-16.700407000000002,감촉,감촉,성공
-27.572198999999998,-37.63718,용량,용량,성공
-26.256092,25.121284,디자인,디자인,성공
10.406626,24.872894,색상,색상,성공
10.258583,34.546127,감촉,감촉,성공
10.556746,55.640483999999994,색상,색상,성공
32.992744,-41.36397,향기,향기,성공
31.539669,5.1848903,향기,향기,성공
14.696291,26.860915999999996,가격,색상,실패
13.796365,-4.11333,감촉,감촉,성공
-23.703264,50.389378,디자인,디자인,성공
10.133369,-0.6803831,향기,색상,실패
-20.590310000000002,-24.030449,용량,용량,성공
31.890757,-19.76086,향기,향기,성공
-6.390409,-66.37661,용량,용량,성공
4.4286080000000005,42.312664,디자인,색상,실패
38.299862,40.425422999999995,디자인,디자인,성공
5.910547,-35.498432,향기,향기,성공
-18.121634,11.531889,가격,가격,성공
19.202745,-16.24488,향기,향기,성공
27.50825,-3.4534216,감촉,감촉,성공
-33.499706,-0.5448783,가격,가격,성공
-26.700583,16.761855999999998,디자인,디자인,성공
41.337982000000004,-0.17108172,감촉,감촉,성공
-2.2958562000000002,-21.741796,가격,감촉,실패
43.355785,28.528675,색상,색상,성공
-35.315437,36.025875,디자인,디자인,성공
4.704465,51.07963,색상,색상,성공
34.49173,32.262085,색상,색상,성공
34.23106,-24.014381,향기,향기,성공
7.670878,26.353047999999998,디자인,색상,실패
-28.460835999999997,14.046797,가격,가격,성공
-24.425594,7.5164860000000004,감촉,가격,실패
4.367214,8.198825999999999,디자인,감촉,실패
18.709343,46.614670000000004,향기,향기,성공
-36.921597,0.97884196,가격,가격,성공
-1.2220739,31.009153,가격,색상,실패
6.3707332999999995,16.912344,색상,색상,성공
3.8447711000000004,-35.75119,향기,향기,성공
-60.90926700000001,-17.9381,용량,용량,성공
25.658915,-44.325157,디자인,향기,실패
-37.137646000000004,-8.889909,가격,가격,성공
-27.704771,-45.35131,용량,용량,성공
64.91606999999999,5.046245,디자인,디자인,성공
26.122984,-22.105358,향기,향기,성공
7.014255,11.427678,감촉,감촉,성공
-32.867912,26.261597,디자인,디자인,성공
-35.370808000000004,-29.697863,용량,용량,성공
-6.010642,-45.755188000000004,감촉,용량,실패
1.0505973,6.252296,디자인,디자인,성공
6.0960730000000005,34.004234000000004,색상,색상,성공
-27.1088,-3.5193322,가격,가격,성공
31.171925,-16.598357999999998,향기,향기,성공
-41.730114,32.256245,디자인,디자인,성공
-10.5864935,-65.15714,용량,용량,성공
2.1824169999999996,54.85759,색상,색상,성공
20.5349,-0.011151333999999999,감촉,감촉,성공
-37.898853,14.755749,가격,가격,성공
-18.36271,-53.023376,용량,용량,성공
12.742896,-40.515507,감촉,감촉,성공
-38.515034,11.133863,가격,가격,성공
50.763657,-15.534857,향기,향기,성공
-14.228639000000001,49.883553000000006,색상,디자인,실패
-45.36326,4.992525,가격,가격,성공
-22.519632,1.7978093999999998,가격,가격,성공
63.292774,3.5210233,가격,가격,성공
-17.548859,50.60259,디자인,디자인,성공
52.39774,-0.6198135,감촉,감촉,성공
40.886818,-17.396929,향기,향기,성공
-39.092354,-12.959727,감촉,감촉,성공
53.569187,27.337126,디자인,색상,실패
-37.900326,1.264683,가격,가격,성공
-33.751804,25.966665,디자인,디자인,성공
39.30838,31.453089000000002,색상,색상,성공
-51.26311,9.012988,가격,가격,성공
-35.988964,13.458564,가격,가격,성공
28.31226,26.392838,색상,색상,성공
-35.445457,-31.106734999999997,용량,용량,성공
16.697323,-24.705727,감촉,감촉,성공
-7.028092,-10.64581,향기,향기,성공
-22.039892000000002,-7.804033,가격,가격,성공
-50.348797,13.384917999999999,디자인,색상,실패
43.609364,14.002366,가격,가격,성공
55.968998,8.677844,가격,가격,성공
30.580710999999997,-15.974876,향기,향기,성공
20.688536,-19.645153,디자인,감촉,실패
25.720509,6.5110660000000005,향기,향기,성공
-50.00463,14.517341,디자인,디자인,성공
12.6924515,-0.05025692,감촉,감촉,성공
-33.477309999999996,34.087685,디자인,디자인,성공
-30.757841,34.35244,디자인,디자인,성공
-14.434498999999999,-55.345659999999995,용량,용량,성공
7.329697,33.21441,색상,색상,성공
-21.075443,36.556309999999996,디자인,디자인,성공
13.108529,40.341488,색상,색상,성공
-12.118764,51.97963,디자인,디자인,성공
-17.709892,-3.6654053,가격,가격,성공
-17.10003,-31.940496000000003,용량,용량,성공
-14.863408999999999,-53.916027,용량,용량,성공
-46.81729,-2.2341404,가격,가격,성공
-30.190065,0.8078856,가격,가격,성공
49.846270000000004,15.838679999999998,가격,가격,성공
-8.402838000000001,49.55403,색상,디자인,실패
-18.255482,1.6851753,가격,가격,성공
14.785777,-43.573685,감촉,감촉,성공
15.722488,-25.101091,감촉,감촉,성공
32.900063,43.460896000000005,디자인,디자인,성공
-36.801327,11.876937,가격,가격,성공
-23.710295000000002,-30.681719,용량,용량,성공
-62.559135,-14.279373000000001,향기,향기,성공
-41.957783,0.9728793,가격,가격,성공
-21.253925,-18.79814,디자인,용량,실패
-10.086148,-16.791286,가격,가격,성공
-15.387113000000001,-1.5689886999999998,가격,가격,성공
-65.92062,-12.898964999999999,용량,용량,성공
33.227215,29.13257,디자인,디자인,성공
24.643583,-25.243717,향기,향기,성공
3.1517763,32.98206,색상,색상,성공
-38.189495,19.473292999999998,디자인,디자인,성공
25.054758,29.620421999999998,디자인,디자인,성공
-12.468053,-45.549434999999995,용량,용량,성공
-21.506254000000002,15.699395,가격,색상,실패
31.955893,-10.924961,디자인,디자인,성공
-25.650517,-36.095673,용량,용량,성공
-20.449043,-45.261340000000004,색상,용량,실패
-9.086336,26.000902,색상,색상,성공
-61.777609999999996,-15.940323999999999,향기,감촉,실패
-25.720617,48.077187,디자인,디자인,성공
-37.491932,-7.476041,가격,가격,성공
-17.835055999999998,-0.25488272,가격,가격,성공
2.714109,53.32881,색상,색상,성공
34.796535,-18.502449,향기,향기,성공
-16.40992,2.3442519,가격,가격,성공
15.328894,-41.18399,감촉,감촉,성공
1.162325,22.400599,색상,색상,성공
-34.124959999999994,-9.399192,가격,가격,성공
51.58706,-2.759116,감촉,감촉,성공
22.901001,14.324665,감촉,향기,실패
-6.108466,25.398699,디자인,감촉,실패
-28.638748,-27.007034,용량,용량,성공
-25.122114,13.080356,색상,색상,성공
16.52495,-43.782109999999996,감촉,감촉,성공
67.48799,-1.7313478999999998,색상,감촉,실패
-26.678565999999996,33.003174,디자인,디자인,성공
-43.288925,9.782932,디자인,디자인,성공
46.779293,-14.039185,향기,향기,성공
-23.898172,43.559334,디자인,디자인,성공
-27.02546,4.8005013,가격,가격,성공
40.74217,-16.665865,향기,향기,성공
-17.384220000000003,-27.599339,용량,용량,성공
-22.589563000000002,-16.187222,가격,용량,실패
-10.434959,-32.980556,용량,용량,성공
-39.969120000000004,13.134432,용량,용량,성공
7.679175999999999,36.296772,감촉,색상,실패
48.608124,1.360625,향기,향기,성공
-34.78085,12.386711,가격,가격,성공
-37.2242,-27.673962,가격,용량,실패
19.120344,-17.504295000000003,감촉,감촉,성공
45.165615,41.384353999999995,디자인,디자인,성공
-28.446749,-11.584961,용량,용량,성공
9.376294999999999,-8.492500999999999,감촉,감촉,성공
52.47615,10.074649,가격,가격,성공
-61.280030000000004,-13.514401999999999,감촉,감촉,성공
-43.839054,3.9222884,가격,가격,성공
-35.392128,-32.248676,용량,용량,성공
-4.9139028,48.929077,디자인,디자인,성공
10.630348,24.817574,색상,색상,성공
-32.736145,-47.745502,용량,용량,성공
10.473681,32.463474,색상,색상,성공
-34.820686,-36.774796,용량,용량,성공
-20.381918,-38.500023,용량,용량,성공
32.493507,16.0057,색상,색상,성공
-26.84378,-4.9434404,감촉,가격,실패
-29.445099,4.782030000000001,감촉,가격,실패
7.167992599999999,25.334578,디자인,색상,실패
-27.475752000000004,-2.881279,가격,가격,성공
-7.350983,-8.803081,향기,향기,성공
35.37445,0.23068374,향기,향기,성공
4.044043,55.58715,디자인,색상,실패
-65.892914,-6.503258,향기,가격,실패
15.108073999999998,53.43336,감촉,감촉,성공
42.132042,-15.006241000000001,향기,향기,성공
-38.417473,17.607735,디자인,디자인,성공
-58.124466000000005,-11.04927,감촉,디자인,실패
17.682756,3.9678440000000004,감촉,감촉,성공
-40.08504,33.89095,색상,색상,성공
-32.235943,2.5660965,가격,가격,성공
34.325109999999995,-40.898693,향기,향기,성공
14.882772000000001,13.923654,색상,감촉,실패
33.828594,-6.768147999999999,향기,향기,성공
-42.01296,-1.1887268999999998,가격,가격,성공
-26.995424,27.204533,디자인,디자인,성공
-6.7675886,-26.759882,디자인,디자인,성공
-8.778823,-8.8750515,향기,향기,성공
-32.466946,-42.80418,용량,용량,성공
4.2269015,-47.935913,용량,용량,성공
-1.408324,14.756501,용량,용량,성공
19.072092,33.221043,색상,색상,성공
-12.061175,16.819159,감촉,감촉,성공
-32.9268,-47.09981,용량,용량,성공
33.480164,7.857220599999999,색상,색상,성공
-32.299644,-42.900455,색상,용량,실패
-35.436726,-20.2801,용량,용량,성공
-2.0349909999999998,-33.87762,향기,향기,성공
46.581196000000006,8.730848,가격,가격,성공
50.093563,10.701217,가격,가격,성공
-4.417653,23.094654000000002,디자인,색상,실패
-35.312534,24.701225,디자인,디자인,성공
3.6334120000000003,55.082806000000005,색상,색상,성공
10.806637,44.774345000000004,디자인,색상,실패
-39.386864,-37.321243,용량,용량,성공
-52.983704,16.320383,가격,색상,실패
-3.0545362999999996,26.857146999999998,색상,색상,성공
-45.04757,0.8169274999999999,가격,가격,성공
0.57074445,48.725613,색상,색상,성공
-6.443574,-47.9678,용량,용량,성공
13.101675,-26.381975,감촉,감촉,성공
25.690758,-14.191473,가격,향기,실패
-52.84186,9.33842,가격,가격,성공
-35.67086,4.8296046,가격,가격,성공
67.29045,-0.20569551,디자인,색상,실패
25.020018,3.821757,감촉,감촉,성공
-15.844732999999998,51.17089,디자인,디자인,성공
19.646314999999998,-3.8204207,감촉,감촉,성공
1.8886506999999997,-24.671139,감촉,감촉,성공
1.9564868999999998,31.687881,색상,색상,성공
24.335611,-0.36000457,감촉,감촉,성공
-23.518879000000002,-34.19979,용량,용량,성공
-37.585654999999996,25.293495,디자인,디자인,성공
-33.069607,23.233614000000003,디자인,디자인,성공
-20.051182,-12.845806,가격,가격,성공
-2.0387454,-8.771765,향기,향기,성공
7.150987599999999,25.541224,색상,색상,성공
-16.315048,-5.728919,가격,가격,성공
8.3007145,38.103153000000006,색상,색상,성공
-8.3583,38.21055,색상,색상,성공
25.98866,29.632247999999997,색상,색상,성공
50.06454,9.010204,감촉,가격,실패
22.909538,-24.646814000000003,향기,향기,성공
-15.384388000000001,-1.5462584,가격,가격,성공
34.517326000000004,-35.4075,향기,향기,성공
-17.739775,25.352446,디자인,디자인,성공
9.733106,-3.7713532,감촉,감촉,성공
-9.161277,31.235084999999998,색상,색상,성공
-28.290953000000002,-27.21932,용량,용량,성공
26.05455,31.740625,디자인,디자인,성공
40.667477000000005,25.301893,디자인,색상,실패
29.042114,-36.859916999999996,향기,향기,성공
-28.625890000000002,-37.64536,용량,용량,성공
63.08779499999999,-0.46513423,향기,향기,성공
28.641613,23.493093,용량,색상,실패
-7.896962599999999,-22.150585,향기,향기,성공
-4.085794,14.235055,디자인,용량,실패
-45.340804999999996,-10.228404,가격,가격,성공
50.057457,13.9729185,가격,가격,성공
40.054413000000004,-31.118883,향기,향기,성공
10.7956915,-22.583488,감촉,감촉,성공
38.352546999999994,-8.914231,향기,향기,성공
-38.45662,-1.2405909,가격,가격,성공
33.481777,-39.859333,향기,향기,성공
30.594766999999997,4.9301386,감촉,감촉,성공
-22.950907,15.657179000000001,용량,가격,실패
31.254757,18.606865,색상,색상,성공
-34.893208,-41.035408000000004,용량,용량,성공
-4.2460847,28.797186,색상,색상,성공
20.695185000000002,-38.569584000000006,감촉,감촉,성공
20.122612,-37.648734999999995,감촉,감촉,성공
-22.040982999999997,-34.664359999999995,용량,용량,성공
36.309757,-42.109642,디자인,향기,실패
25.649926999999998,-38.74228,향기,향기,성공
29.098087,27.8584,디자인,디자인,성공
21.638191,-40.576473,감촉,감촉,성공
-14.93566,13.326907,용량,가격,실패
59.45345699999999,0.014961588999999999,향기,향기,성공
3.8965287,-4.004632,가격,가격,성공
33.623047,17.427694,색상,색상,성공
-22.673079,-1.3178883,가격,가격,성공
27.038915999999997,5.3723364,색상,색상,성공
-31.158627000000003,-22.791647,용량,용량,성공
14.914568,51.844814,색상,디자인,실패
4.0547366,-47.258334999999995,용량,용량,성공
-14.027465,5.6288795,가격,가격,성공
-2.1962159,-29.561356,용량,용량,성공
-30.938285999999998,11.106975,디자인,가격,실패
47.871615999999996,11.942959,가격,가격,성공
-12.267561,-41.395893,용량,용량,성공
-17.997766,11.320561,디자인,가격,실패
33.028137,-0.895755,감촉,감촉,성공
4.1204524,49.17305,색상,색상,성공
14.066667,32.41816,색상,색상,성공
6.817226,-24.550486,감촉,감촉,성공
33.315975,42.375782,디자인,디자인,성공
-9.775272,38.77786,색상,디자인,실패
-14.762360999999999,-27.119701,용량,용량,성공
-10.969802,-13.882289000000002,감촉,감촉,성공
-31.14433,39.398266,디자인,디자인,성공
2.2289947999999997,-28.218819,향기,감촉,실패
55.735027,11.0462675,가격,가격,성공
-33.524513,12.672293,가격,가격,성공
29.270857,-21.747896,향기,향기,성공
14.775727,-16.218721,감촉,감촉,성공
9.247160000000001,58.731790000000004,색상,색상,성공
-30.339691,-18.108746,용량,용량,성공
28.558692999999998,-1.6365291000000002,감촉,감촉,성공
15.804960999999999,53.886353,색상,감촉,실패
38.88915,41.720215,디자인,디자인,성공
31.102111999999998,-25.302126,향기,향기,성공
25.271826,24.080633,색상,색상,성공
-23.89325,21.872833,용량,디자인,실패
12.880331,-46.365,감촉,감촉,성공
-37.51065,25.899804999999997,디자인,디자인,성공
44.85719,15.553128,가격,가격,성공
-4.597503700000001,26.322962,색상,디자인,실패
-11.670026,-20.976448,가격,가격,성공
-32.180046000000004,-41.138603,용량,용량,성공
2.062666,46.097366,색상,색상,성공
26.3753,-20.006691,향기,향기,성공
-16.40466,-36.235085,용량,용량,성공
46.97939,10.218742,향기,향기,성공
-27.197794000000002,-40.622364000000005,용량,용량,성공
24.708706,-36.192078,향기,향기,성공
-8.33482,36.655205,디자인,디자인,성공
-29.076332,42.387703,디자인,디자인,성공
-23.245165,-23.668262,가격,용량,실패
-11.04607,20.445047,색상,색상,성공
-11.499101,-55.609108,용량,용량,성공
-8.95076,-0.37264562,향기,가격,실패
-14.163382,4.476742,가격,가격,성공
8.724527,-38.476257000000004,감촉,감촉,성공
16.412788,-40.99375,감촉,감촉,성공
-12.869987,-55.788999999999994,용량,용량,성공
14.485169,-5.6076559999999995,감촉,감촉,성공
-26.493046000000003,43.554188,디자인,디자인,성공
