r0,r1,target,pred,success
40.416115000000005,5.0684757000000005,향기,향기,성공
-60.405871999999995,-12.547454,가격,가격,성공
-52.988476,13.944664999999999,디자인,감촉,실패
-41.28955,-2.7061862999999997,가격,가격,성공
-20.544110999999997,-12.469156,가격,가격,성공
11.27834,7.0031796,감촉,감촉,성공
13.991491,-12.256604,감촉,감촉,성공
45.367214000000004,35.15485,디자인,디자인,성공
-0.6319129,35.909058,색상,색상,성공
-37.365963,32.167716999999996,디자인,디자인,성공
10.369324,14.291101000000001,색상,색상,성공
0.39767929999999996,-1.287121,색상,감촉,실패
36.055927000000004,13.775389,가격,가격,성공
5.291229,-4.966298,향기,향기,성공
3.6305387000000002,-21.515778,감촉,감촉,성공
-30.844776,-33.689471999999995,용량,용량,성공
46.845245,-18.940279,향기,향기,성공
-26.249403000000004,22.408148,디자인,디자인,성공
39.70511,-33.879585,향기,향기,성공
13.857498000000001,-24.904747,감촉,감촉,성공
-15.118197,-42.504104999999996,향기,용량,실패
8.795207000000001,-25.572212,가격,감촉,실패
7.5920559999999995,46.62422,색상,색상,성공
16.027407,7.147064,감촉,감촉,성공
-12.121861,-45.160484000000004,용량,용량,성공
22.855812,-17.594791,향기,향기,성공
-0.30161303,-41.043564,용량,용량,성공
42.34405,-20.804148,향기,향기,성공
-13.605345000000002,31.48538,색상,색상,성공
29.46133,-26.051095999999998,향기,향기,성공
-8.825833,-43.266284999999996,용량,용량,성공
-14.343754999999998,-55.724792,용량,용량,성공
-60.83424,-16.521538,감촉,감촉,성공
2.1707213,-31.665577000000003,가격,가격,성공
69.71545400000001,-6.954994999999999,감촉,감촉,성공
-13.696766,-46.1847,용량,용량,성공
29.868665999999997,-29.126938,향기,향기,성공
-10.159288,-30.189774,용량,용량,성공
-13.652592000000002,-47.47976,용량,용량,성공
20.233967,33.115032,색상,색상,성공
-29.436138,-29.4496,용량,용량,성공
-38.336086,-33.051224,용량,용량,성공
9.680947999999999,55.40724,색상,색상,성공
-9.588693,18.942804000000002,색상,색상,성공
-9.456980999999999,38.17765,디자인,디자인,성공
35.09202,27.485712,디자인,색상,실패
36.32052,40.283367,디자인,디자인,성공
-34.075603,26.064945,디자인,디자인,성공
-40.570217,14.87265,디자인,디자인,성공
-12.622424,-4.5206375,가격,가격,성공
-18.34098,7.588245,가격,가격,성공
28.919203000000003,-44.606784999999995,감촉,향기,실패
18.303307999999998,52.611019999999996,디자인,감촉,실패
28.542307,-8.55492,향기,향기,성공
62.647987,-0.32402852,향기,향기,성공
11.136389999999999,52.649432999999995,색상,향기,실패
-37.81045,4.872798400000001,가격,가격,성공
-14.469467999999999,-57.738730000000004,용량,용량,성공
48.706672999999995,26.161575,디자인,디자인,성공
31.606045,16.863697,향기,색상,실패
-16.47794,30.721102000000002,디자인,디자인,성공
52.31625,1.0770941,향기,향기,성공
41.02547,21.365667000000002,색상,색상,성공
-14.010703,-28.631605,용량,용량,성공
-58.185883,7.2308598,가격,가격,성공
45.45171,13.007019999999999,가격,가격,성공
-23.10401,-31.474157,색상,용량,실패
-29.29788,43.18192,디자인,디자인,성공
34.94925,-22.198872,향기,향기,성공
-30.986326000000002,28.209345000000003,디자인,디자인,성공
-13.663160999999999,-34.511542999999996,용량,용량,성공
-3.7326303,53.15899,색상,색상,성공
16.898,46.470184,감촉,향기,실패
17.553675,-40.151688,감촉,감촉,성공
22.943947,16.221807000000002,색상,향기,실패
-63.144936,-8.874333,향기,향기,성공
-16.676794,-57.765236,용량,용량,성공
1.0466075000000001,-23.398312,가격,감촉,실패
-66.18278000000001,-9.771306,용량,용량,성공
-9.628248,-65.53694,용량,용량,성공
37.931453999999995,-38.538154999999996,향기,향기,성공
-5.592435,-36.336834,향기,용량,실패
-12.692409,-59.392959999999995,용량,용량,성공
-26.992144,-1.0864028000000001,향기,가격,실패
14.274489,39.86425,색상,색상,성공
-19.205427,-57.272865,용량,용량,성공
10.7150135,34.559803,색상,색상,성공
-10.097253,-17.539564000000002,감촉,가격,실패
24.434616000000002,32.45812,디자인,디자인,성공
-39.065037,8.439682000000001,가격,가격,성공
34.794540000000005,21.99577,색상,색상,성공
-9.366032,-15.506039000000001,감촉,가격,실패
26.875443,-40.802240000000005,향기,향기,성공
55.388090000000005,-12.239696499999999,향기,향기,성공
-9.048275,19.777105,색상,색상,성공
-10.6403,47.260483,디자인,디자인,성공
22.522423,36.443233,디자인,디자인,성공
-23.673204000000002,-32.319984000000005,용량,용량,성공
40.05107,5.801925,감촉,향기,실패
28.59822,-29.236241999999997,향기,향기,성공
-34.845932,-33.15582,디자인,용량,실패
41.627914000000004,35.009388,디자인,디자인,성공
-25.4276,-32.792244000000004,용량,용량,성공
42.882736,21.405104,가격,디자인,실패
-0.56761926,32.585190000000004,디자인,색상,실패
16.226538,-19.542236,감촉,감촉,성공
24.781744,14.740908,향기,향기,성공
-26.276949,34.6211,디자인,디자인,성공
-30.197111,25.001963,가격,디자인,실패
12.795788,42.823273,색상,색상,성공
12.444309,27.755352000000002,향기,색상,실패
-31.588802,39.224415,디자인,디자인,성공
-38.166,-25.682980999999998,용량,용량,성공
32.01017,39.52063,디자인,디자인,성공
-31.827599,-3.4529697999999995,가격,가격,성공
2.0274725,-48.634857000000004,향기,용량,실패
-37.795345000000005,28.685066,디자인,디자인,성공
29.302301,12.645649,디자인,향기,실패
-19.076591,-43.661922,용량,용량,성공
42.985043,11.812416,가격,가격,성공
2.8024014999999998,12.414829,색상,색상,성공
-52.247826,6.6494746,가격,가격,성공
-26.583190000000002,7.9286,가격,가격,성공
-35.400707000000004,30.734259,색상,디자인,실패
14.441098,22.75376,색상,색상,성공
-22.634995999999997,-44.088936,용량,용량,성공
-63.94345,-10.300548,감촉,감촉,성공
46.28102,25.822868,디자인,색상,실패
-26.754920000000002,-20.33788,용량,용량,성공
-19.741814,-13.181560000000001,가격,가격,성공
40.508804,25.754448,색상,디자인,실패
14.501366,-27.739286,감촉,감촉,성공
-4.962345,25.379974,디자인,디자인,성공
-16.846964,50.76133,디자인,디자인,성공
-12.478889,-33.21764,용량,용량,성공
23.561935000000002,23.924656,색상,색상,성공
-45.381264,2.4036036,가격,가격,성공
-16.411804,21.266243,디자인,색상,실패
-23.055585999999998,40.192093,디자인,디자인,성공
-0.59830034,-46.254898,용량,용량,성공
-21.437874,15.663607,색상,색상,성공
43.152885,24.939854,디자인,디자인,성공
8.382211,48.302025,색상,색상,성공
-22.044535,3.6132784,가격,가격,성공
54.533234,7.185583599999999,감촉,감촉,성공
24.79068,-19.25851,향기,향기,성공
54.1478,10.061843,가격,가격,성공
-21.872377,-46.850803000000006,용량,용량,성공
45.35947,16.57307,가격,가격,성공
-25.665178,-43.93338,용량,용량,성공
31.684784000000004,-13.818945000000001,향기,향기,성공
37.832679999999996,-3.584345,감촉,감촉,성공
-36.001490000000004,40.108734000000005,디자인,디자인,성공
3.9011074999999997,-33.447556,감촉,감촉,성공
36.314896000000005,-20.446607999999998,향기,향기,성공
24.337961,27.591082,디자인,디자인,성공
46.945858,-11.901603999999999,향기,향기,성공
5.270134,-4.365965,향기,향기,성공
-22.954178,-7.5382240000000005,가격,가격,성공
7.7928630000000005,-26.145429999999998,감촉,감촉,성공
-33.179629999999996,-29.69373,용량,용량,성공
36.691013,-38.323440000000005,디자인,향기,실패
-38.223656,-41.779022,용량,용량,성공
-50.9403,7.9770284,가격,가격,성공
-11.746525,-19.373207,가격,감촉,실패
-19.48586,-51.83382,용량,용량,성공
-31.684420000000003,31.040588,향기,디자인,실패
49.01778,-11.865148,색상,향기,실패
-0.49793893,-35.508556,용량,용량,성공
10.996304499999999,54.954184999999995,색상,색상,성공
9.790382000000001,54.726017000000006,색상,색상,성공
6.205754799999999,-13.057917999999999,향기,향기,성공
-27.648369,-4.5613155,가격,가격,성공
-20.821452999999998,-44.95647,용량,용량,성공
6.445694400000001,38.871677000000005,색상,색상,성공
21.829002,14.485956,향기,향기,성공
20.909392999999998,-25.955997,향기,향기,성공
-10.364806,47.889336,디자인,디자인,성공
-12.810476,-34.294487,용량,용량,성공
0.55981135,51.36934,색상,색상,성공
-20.913137,-29.869152000000003,용량,용량,성공
-15.768106,14.380638000000001,디자인,색상,실패
-36.07435,28.03326,디자인,디자인,성공
-11.564021,27.543314000000002,디자인,디자인,성공
4.5782833,-7.968525,감촉,감촉,성공
-27.302462,17.599798,디자인,디자인,성공
-4.426966999999999,-16.3112,용량,가격,실패
-20.272703,-12.201908999999999,가격,가격,성공
-19.115698000000002,7.558013000000001,색상,가격,실패
-10.649763,8.51426,감촉,가격,실패
-16.348494,-55.642219999999995,용량,용량,성공
1.7047259,-13.665674,색상,감촉,실패
-35.260952,0.67064786,가격,가격,성공
24.985144000000002,3.9137802,감촉,감촉,성공
-8.034844999999999,-19.0476,향기,가격,실패
65.94389,0.5779384,가격,가격,성공
-13.627989000000001,50.793865000000004,디자인,디자인,성공
-20.014682999999998,33.397354,디자인,디자인,성공
1.1103853000000001,-8.532843,디자인,디자인,성공
-26.774357000000002,2.165079,색상,가격,실패
-9.421837,-32.95663,감촉,감촉,성공
-13.761585,-6.3086753,감촉,가격,실패
-40.219204,-1.3030732,가격,가격,성공
-6.699685000000001,7.150585700000001,색상,가격,실패
-22.413214,42.443940000000005,디자인,디자인,성공
-14.793617000000001,40.337579999999996,디자인,디자인,성공
-1.2221719,16.450336,색상,향기,실패
-25.370752,30.573751,디자인,디자인,성공
38.6731,-13.936994,향기,향기,성공
-31.956808000000002,2.0560162,가격,가격,성공
31.006320000000002,-30.066361999999998,향기,향기,성공
-12.752502999999999,51.91554,디자인,디자인,성공
-4.182099,-39.152809999999995,향기,용량,실패
5.4579144,56.549973,색상,색상,성공
-29.633276000000002,-1.8087387,감촉,감촉,성공
-30.738914,-33.75891,용량,용량,성공
-12.681322999999999,2.3591926,가격,가격,성공
-23.481056,27.476336,디자인,디자인,성공
6.4364495,50.6517,색상,색상,성공
47.413647,27.464138000000002,색상,디자인,실패
11.532792,9.678736,감촉,감촉,성공
-19.077398000000002,-7.736261,가격,가격,성공
-39.91539,-11.153259,가격,가격,성공
4.415364,-25.900818,감촉,감촉,성공
-14.344707999999999,33.450806,향기,디자인,실패
-41.439014,-34.381985,용량,용량,성공
7.414046300000001,50.348103,색상,색상,성공
-17.46348,-32.03521,용량,용량,성공
37.66081,40.42368,디자인,디자인,성공
-34.563995,33.567640000000004,디자인,디자인,성공
-6.038168,-12.77818,향기,향기,성공
42.666874,1.0102588,감촉,감촉,성공
-8.738402,-9.55286,가격,향기,실패
7.531862299999999,35.674465000000005,디자인,색상,실패
-5.9878807,-19.65209,향기,향기,성공
-22.119253,-10.599675,가격,가격,성공
-6.266393,16.677485,용량,색상,실패
-3.6570826000000003,48.265038,색상,색상,성공
-29.644281,-41.308215999999994,용량,용량,성공
-8.439289,-39.628822,용량,용량,성공
4.2563033,38.932697,감촉,색상,실패
66.14965,0.8126439000000001,가격,가격,성공
14.505907999999998,9.553933,감촉,감촉,성공
0.48348564,10.333256,용량,감촉,실패
15.461920000000001,-39.308563,감촉,감촉,성공
20.642723,-12.234402000000001,향기,감촉,실패
-10.669563,-34.276394,용량,용량,성공
-1.5204886,-4.3521247,디자인,가격,실패
-21.276692999999998,-30.550909000000004,용량,용량,성공
-11.452425999999999,26.163843,디자인,디자인,성공
41.86728,28.98968,색상,색상,성공
16.647343,17.387660999999998,감촉,감촉,성공
46.312126,-16.505932,향기,향기,성공
11.968111,54.13020699999999,색상,색상,성공
9.837411,-11.618015,감촉,감촉,성공
-50.487865,13.261919,색상,색상,성공
38.64894,39.896214,디자인,디자인,성공
-9.900848,-61.59101,용량,용량,성공
11.614616,-13.440889000000002,감촉,감촉,성공
2.296563,50.735764,색상,색상,성공
-34.268966999999996,42.079209999999996,디자인,디자인,성공
23.948921,14.771263000000001,향기,향기,성공
11.930238000000001,-17.058025,감촉,감촉,성공
-38.80431,-7.306079400000001,가격,가격,성공
28.231182,-41.896996,향기,향기,성공
8.14516,-7.5093975,감촉,감촉,성공
53.851776,10.247193,가격,가격,성공
-22.803425,11.530864999999999,가격,가격,성공
-50.216698,8.395748,가격,가격,성공
-38.186417,9.5913,가격,가격,성공
14.116265,-28.415733000000003,감촉,감촉,성공
-8.444298,-41.801809999999996,용량,용량,성공
-38.08947,8.160604,디자인,가격,실패
6.775179400000001,6.685873,감촉,감촉,성공
-38.576946,-40.770920000000004,용량,용량,성공
24.034758,-23.910035999999998,향기,향기,성공
-3.3495364000000003,50.748985,용량,용량,성공
-13.494023,-32.879284000000006,용량,용량,성공
-38.111576,14.938269,디자인,디자인,성공
29.639465,-28.325841999999998,향기,향기,성공
16.428404,-23.20455,향기,향기,성공
-7.4938720000000005,38.375114,디자인,디자인,성공
20.303278,23.345789,감촉,색상,실패
-5.371862,6.834066,색상,색상,성공
-28.210690999999997,-25.644047,용량,용량,성공
23.724567,27.55896,디자인,디자인,성공
11.19232,-8.602198,감촉,감촉,성공
-12.601639,40.549713,디자인,디자인,성공
19.94541,31.057133,색상,색상,성공
9.251807000000001,50.636074,디자인,색상,실패
-65.19651999999999,-6.9886694,가격,가격,성공
22.799988,7.3363132,디자인,디자인,성공
-21.420841,-34.419163,용량,용량,성공
29.235926,-26.177597,향기,향기,성공
-31.387772,28.025763,디자인,디자인,성공
43.582570000000004,-4.220092299999999,감촉,감촉,성공
-46.886585,-25.024954,용량,용량,성공
-14.170356,-36.43628,용량,용량,성공
28.402203000000004,6.524974299999999,감촉,감촉,성공
2.760311,-44.5671,용량,용량,성공
-0.86963624,3.1075795,디자인,디자인,성공
-36.462771999999994,-3.1714103,가격,가격,성공
-26.961275,-48.779007,용량,용량,성공
-26.665627,30.16292,디자인,디자인,성공
13.680181,12.528537,감촉,감촉,성공
-41.213029999999996,25.366737,디자인,디자인,성공
-22.952986,49.66483,디자인,디자인,성공
52.898543999999994,10.683416000000001,가격,가격,성공
11.121644,-1.5349504999999999,감촉,감촉,성공
-29.230246,45.749959999999994,디자인,디자인,성공
-33.184227,3.9136262000000004,가격,가격,성공
43.408134000000004,10.255544,감촉,가격,실패
-27.9727,28.586741999999997,디자인,디자인,성공
1.8473671999999999,14.017221,용량,용량,성공
-19.824839,36.08935,색상,디자인,실패
-27.502197,8.355552000000001,가격,가격,성공
-17.843002,28.152603000000003,색상,디자인,실패
-19.18488,-53.64834200000001,용량,용량,성공
13.606426,-22.757107,디자인,감촉,실패
18.06729,45.408159999999995,향기,향기,성공
33.718777,26.631729999999997,색상,색상,성공
4.1603856,0.37464246,감촉,감촉,성공
9.397534,11.309872,색상,색상,성공
-45.251999999999995,-33.653755,용량,용량,성공
-0.81542826,46.5585,색상,색상,성공
-19.28313,-17.40409,용량,용량,성공
2.7258675,-14.825966000000001,감촉,가격,실패
-34.649623999999996,-37.27151,용량,용량,성공
-13.675647,25.460573,디자인,색상,실패
-44.005005,-10.735737,감촉,가격,실패
-16.933004,5.514569799999999,가격,가격,성공
43.46277,13.249429999999998,가격,가격,성공
8.260652,-46.97926,감촉,용량,실패
-26.306395000000002,-19.772089,색상,용량,실패
12.012308,-47.020573,감촉,감촉,성공
-42.941887,32.010143,디자인,디자인,성공
-32.292957,-31.919249,용량,용량,성공
50.388287,8.936558,가격,가격,성공
-14.8475275,-25.056616,용량,용량,성공
9.62553,-18.566381,감촉,감촉,성공
51.786484,-5.3105407,감촉,감촉,성공
29.5138,-14.357892000000001,향기,향기,성공
-15.5186,12.947448,가격,가격,성공
-3.8145703999999996,48.494811999999996,색상,색상,성공
-32.835087,-24.158742999999998,용량,용량,성공
-8.767411,-21.231556,향기,향기,성공
6.968236999999999,4.144909999999999,감촉,감촉,성공
-14.775619500000001,19.658081,디자인,디자인,성공
-4.0087566,-0.39376408,디자인,감촉,실패
26.895649,-36.250609999999995,향기,향기,성공
-35.26498,29.653969,디자인,디자인,성공
22.287085,-18.324945,향기,향기,성공
11.966421,-30.974120000000003,감촉,감촉,성공
36.756893,-38.274809999999995,향기,향기,성공
32.814167,22.69966,색상,색상,성공
15.077782999999998,-42.61087,감촉,감촉,성공
-10.018915,7.124203,가격,가격,성공
-23.399433,39.089134,디자인,디자인,성공
-28.316513,-15.053498000000001,용량,용량,성공
47.459053000000004,2.347625,향기,향기,성공
-10.914546000000001,23.328463,디자인,디자인,성공
53.877766,11.795886999999999,가격,가격,성공
-6.422433,19.709969,디자인,디자인,성공
4.146978,48.035954,색상,색상,성공
5.053171599999999,22.949203,색상,색상,성공
-15.950857000000001,29.731413,향기,향기,성공
-29.795414,5.956125,가격,가격,성공
2.2320467999999996,-33.623394,가격,가격,성공
-20.071684,-39.114834,용량,용량,성공
25.949257,-18.559523000000002,향기,향기,성공
30.033666999999998,-19.920341,향기,향기,성공
-12.800897,40.94299,색상,디자인,실패
-12.610447,-41.231575,용량,용량,성공
9.870237,22.20968,색상,색상,성공
-23.039532,3.9644473,가격,가격,성공
-7.020544999999999,-58.68190799999999,용량,용량,성공
-40.335102,-10.048771,가격,가격,성공
-48.345478,-1.4163358999999998,가격,가격,성공
2.7611172,52.942234,용량,색상,실패
-14.896513,-59.741356,용량,용량,성공
28.538149,19.711520999999998,색상,색상,성공
9.841677,-38.85327,색상,감촉,실패
38.298424,30.800096999999997,색상,색상,성공
42.419228000000004,12.135306,가격,가격,성공
3.8012437999999995,1.3949378000000001,디자인,감촉,실패
-28.713178999999997,2.28139,가격,가격,성공
-60.808563,-11.003686,가격,가격,성공
-16.456062,30.827296999999998,디자인,디자인,성공
9.424937,-3.7045002,감촉,감촉,성공
13.95515,-3.3677832999999997,향기,감촉,실패
-19.82891,-28.445292,용량,용량,성공
-13.350273999999999,34.82206,디자인,디자인,성공
-14.073672,-18.45874,감촉,가격,실패
8.752289,36.056343,색상,색상,성공
11.292728,41.795906,색상,색상,성공
-31.525920000000003,-42.970337,용량,용량,성공
6.013223,27.220321999999996,색상,색상,성공
9.266536,22.438129999999997,감촉,색상,실패
-17.260794,-3.407457,가격,가격,성공
20.449415,33.339584,색상,색상,성공
20.391718,23.714916,향기,색상,실패
-25.713205,-25.870829999999998,용량,용량,성공
25.61274,33.764927,색상,디자인,실패
-31.7823,38.51018,디자인,디자인,성공
-4.934327,36.090225,색상,색상,성공
51.486755,0.90326947,디자인,향기,실패
-4.930308999999999,-38.328903000000004,용량,용량,성공
-10.946064999999999,30.445496000000002,색상,색상,성공
-16.388745999999998,-55.402378000000006,용량,용량,성공
-21.107495999999998,7.143375999999999,가격,가격,성공
8.340491,57.18499,색상,색상,성공
17.639313,49.798935,감촉,감촉,성공
12.175384,58.35879,향기,향기,성공
9.287317,12.000092500000001,감촉,색상,실패
17.120157,-28.461094,감촉,감촉,성공
26.177039999999998,32.790172999999996,색상,색상,성공
-17.803778,4.24293,가격,가격,성공
-33.002829999999996,22.955832,디자인,디자인,성공
14.004373000000001,-10.635303500000001,향기,향기,성공
62.01869,-0.28229964,향기,향기,성공
-35.95395,34.851704,디자인,디자인,성공
5.36607,42.51685,색상,색상,성공
-38.588936,-4.6396666,가격,가격,성공
-1.0161124,-37.08181,가격,가격,성공
-18.93502,12.07254,가격,가격,성공
14.999293,-33.350677000000005,감촉,감촉,성공
19.007212,-17.468645000000002,향기,감촉,실패
-20.937395000000002,-45.930202,용량,용량,성공
-11.518751,21.837221,색상,색상,성공
9.648363,-17.723585,감촉,감촉,성공
-43.05301,28.902072999999998,가격,가격,성공
-1.2096181000000001,17.805157,감촉,용량,실패
33.225883,4.411793,감촉,감촉,성공
-6.1850452,33.537025,색상,색상,성공
19.168158,15.449114999999999,감촉,향기,실패
-50.993988,8.045793,가격,가격,성공
32.104427,-38.302288,향기,향기,성공
32.455368,-32.725346,향기,향기,성공
4.3399434,-14.556338,감촉,감촉,성공
48.32237,-13.899020000000002,향기,향기,성공
19.515383,-42.305766999999996,감촉,감촉,성공
-28.409958000000003,-27.477734,용량,용량,성공
-0.31261563,-49.870922,용량,용량,성공
7.5714335,-23.299156,감촉,감촉,성공
7.437493300000001,32.935340000000004,색상,색상,성공
15.991935999999999,-3.1040240000000003,감촉,감촉,성공
-13.715482000000002,17.569197,색상,색상,성공
-1.3260753,37.264694,색상,용량,실패
-22.515717000000002,27.982653000000003,디자인,디자인,성공
-11.013615,36.674988,색상,디자인,실패
50.46679,0.3410405,향기,향기,성공
-14.846103,-59.726578,용량,용량,성공
17.707678,9.912492,감촉,색상,실패
6.148507,37.92073,색상,색상,성공
-24.459587,44.7764,디자인,디자인,성공
46.965903999999995,0.26486754,향기,향기,성공
-6.35265,11.294018,색상,용량,실패
-18.775982,34.175186,디자인,디자인,성공
-23.49762,43.826756,디자인,디자인,성공
-9.048677,-32.730537,감촉,감촉,성공
-37.351772,-27.760008000000003,용량,용량,성공
-7.482537,-65.65508,용량,용량,성공
29.704132,33.893615999999994,디자인,디자인,성공
24.892332,-23.900501000000002,향기,향기,성공
15.543185000000001,-18.180310000000002,감촉,감촉,성공
17.71242,7.945355999999999,감촉,감촉,성공
-0.61065036,39.971825,색상,색상,성공
3.2824538,40.5682,색상,색상,성공
-14.187288,-7.373359700000001,가격,가격,성공
