pca0,pca1,target,pred,success
-0.21848384649563998,-0.19959954010682304,4,4,1
-0.24607043076814727,-0.20647249994833639,0,0,1
0.38217563807245547,-0.4447359666064846,5,5,1
-0.14540511436451534,0.6862893549113315,3,3,1
3.5891712911246865,-1.211419324253673,5,5,1
0.7802122837800808,1.3793443520224802,3,3,1
-0.21401259982062454,-0.13162723451106995,1,1,1
-0.2198189543237644,0.1324141128613696,3,3,1
0.03557891751402408,0.31956072451171463,3,3,1
-0.14464875642209435,0.6743283466433422,3,3,1
-0.23735363707087925,-0.17473278921655713,1,1,1
-0.15753294087935846,0.3729214079602168,3,3,1
-0.2674598815951055,-0.29347765438509243,0,0,1
0.24776350090351415,0.47281643222682196,4,4,1
-0.2469317994796545,-0.2005241477265946,2,2,1
3.810005449908947,-0.9928188907572567,3,3,1
-0.20102697803620864,-0.08651108489033103,1,1,1
-0.1488333843354387,0.6685918358661562,3,3,1
-0.24811036804669587,-0.20580444733938363,2,2,1
-0.24738692148192298,-0.203176958358408,1,1,1
-0.23839516718867834,-0.18317259921676213,1,1,1
-0.23636792332509812,0.027543515323379727,0,0,1
-0.24703423900758092,-0.18519340532071343,2,2,1
0.3679195607573781,1.0531236783459756,3,3,1
0.2567723088228132,0.42259368230062494,4,4,1
-0.2499120256809933,-0.15917127720648336,1,1,1
0.24712973632818536,0.4383683010321784,4,4,1
3.765046555584396,-0.7705207892856606,4,4,1
-0.19998859299250524,-0.17147177282438028,0,0,1
-0.24091150977998865,-0.1934315037664299,2,2,1
0.35298825220118796,1.2899300361130843,3,3,1
-0.13955584778323765,0.7447675630346514,3,3,1
-0.24602699520050544,-0.19979219813407098,2,2,1
-0.2597377926356723,-0.22659206109801672,0,0,1
-0.24602699520050544,-0.19979219813407098,2,2,1
-0.23509896032183916,-0.1917953291099852,0,0,1
-0.22447131179967467,-0.2032179610614511,1,1,1
-0.1298631489702504,0.6975076676677765,3,3,1
0.3800111683194033,1.3309731389551736,2,2,1
-0.26589223474546386,-0.2937845888312575,0,0,1
-0.2624197002289147,-0.2252802115374836,0,0,1
-0.17287008133040901,0.3455638428254955,3,3,1
0.06676112928028505,-0.32939782742123286,5,5,1
-0.16082190742411037,0.31715637636360317,5,5,1
-0.24602699520050544,-0.19979219813407098,5,2,0
-0.22690686817569164,-0.3220247249629087,0,0,1
-0.2447867180492855,-0.20599395527663175,4,4,1
-0.1423270556384206,0.36916389049927795,2,2,1
-0.20798496458275875,-0.16261968967195253,5,5,1
-0.24602699520050544,-0.19979219813407098,5,2,0
-0.23898383998870368,-0.19310115568441044,4,4,1
-0.2477037119846545,-0.19953338597406353,1,1,1
-0.24418433995150807,-0.19228659601415135,2,3,0
-0.26589223474546386,-0.2937845888312575,4,0,0
-0.20585504774656363,0.10175549248050089,0,0,1
0.47912849935125046,0.3234645281716686,3,3,1
-0.2555303861930543,-0.18251805758195105,4,4,1
-0.27513731449690393,-0.2411725946834797,4,4,1
0.3554483265009425,1.316421570324587,3,3,1
-0.26589223474546386,-0.2937845888312575,0,0,1
-0.2457379557434931,-0.20015948375369935,2,2,1
-0.24582529785261273,-0.20216796758671912,3,3,1
-0.2449638908853887,-0.16102689119877986,1,1,1
-0.22117403946860367,0.12252714410017415,4,4,1
0.07640325137607785,-0.33574733963709064,0,0,1
-0.2436971807654217,-0.32608890696422593,0,0,1
-0.17371074667336056,0.3462970868511848,3,3,1
-0.2569101434911347,-0.16858192546342088,4,4,1
-0.2105627338208638,-0.17132291809396494,1,1,1
-0.23915634285980292,-0.11703670858687294,1,1,1
3.945922597325513,-0.8302686027212993,1,1,1
-0.24420535182744224,-0.24155996650140876,0,0,1
-0.2459868904490266,-0.196328961410279,1,4,0
-0.24234159800177457,-0.17096294431983478,4,4,1
-0.24315405010606558,-0.15402949187340342,3,3,1
0.18832901706970578,-0.3788017417599682,1,1,1
-0.24602699520050544,-0.19979219813407098,3,2,0
-0.245192115693645,-0.1983302417872168,4,2,0
-0.21590964618216615,-0.18213019007874576,2,2,1
-0.1660267006019602,0.3968809974231629,0,0,1
-0.24849390130325283,-0.20249281074948722,5,5,1
-0.22228263936277484,0.14842368705709263,1,1,1
0.2532946640315732,0.4615590945297709,1,1,1
0.10553622153590828,-0.3198458791484449,5,5,1
0.18788707685541878,-0.4118750191360766,2,2,1
-0.23454300441756012,-0.23482370151923185,2,2,1
1.2014090273758462,0.830117175825817,2,2,1
-0.24603137495809385,-0.20631843583330703,0,0,1
0.06691823389474193,-0.33225855983559416,5,5,1
-0.23523679247976878,0.09799890386626109,4,4,1
-0.25964382219497256,-0.2200221261667629,0,0,1
1.3294562893049335,1.7058218785225208,5,5,1
0.2990189553923634,0.4389406180315817,1,1,1
-0.1908720725323891,-0.05420709307564845,2,2,1
0.32950776167873136,0.9703354356129685,3,3,1
-0.24602699520050544,-0.19979219813407098,2,2,1
4.1944843771607605,-0.5877766798363572,3,3,1
-0.23146372615199687,-0.17998758040807167,5,5,1
-0.2405968136619421,-0.1811995417973443,0,0,1
0.5188672003443506,0.3539987345402389,1,1,1
1.0963237315188135,0.09902679969067842,1,1,1
-0.23459081440060267,-0.20432451214252567,5,5,1
-0.22503466334307146,0.16312347180848802,1,1,1
0.07608214256866899,-0.3155700985998696,1,1,1
-0.24741204837644548,-0.19918436962339722,1,1,1
0.27576147199060613,0.43644858666913927,2,2,1
-0.25295156377632816,-0.1805147976417115,4,4,1
0.33557209859846443,-0.4520899544594589,5,5,1
-0.24602699520050544,-0.19979219813407098,5,2,0
-0.24846952874431685,-0.16058170614242898,0,0,1
-0.24376413261241178,-0.20257843940589662,2,2,1
-0.24265714152104378,-0.20039127598090178,2,2,1
-0.24449625678075634,-0.20070828542407426,3,3,1
-0.2360604317727823,-0.13535461599275414,1,1,1
3.942624782288646,-0.9327922203430487,0,0,1
0.25593573168686834,0.4661876935802309,1,1,1
-0.24602699520050544,-0.19979219813407098,2,2,1
0.3122676577986046,0.483617729103967,0,0,1
-0.24018529435555902,-0.1960341481295427,5,5,1
-0.1025197793038266,1.041870762360041,3,3,1
0.14022074740303536,-0.2845325979770137,5,5,1
0.09179913157758741,0.037932696970876895,1,1,1
4.115881244776779,-1.508537236535582,0,0,1
-0.24198285584366463,-0.20146267565782183,5,5,1
-0.23312601968097296,-0.22914359545564764,5,5,1
-0.23516296452834337,-0.08610143519377533,1,1,1
3.8740489016760424,-1.3871408976415582,1,1,1
0.07962032816858336,-0.4208043232922067,0,0,1
0.0664642245559584,-0.42472608629695074,0,0,1
-0.22206329002670883,-0.08991107199447348,2,2,1
0.3096489107765253,0.868901860702667,0,0,1
-0.019106176990386525,-0.2986625710710366,4,4,1
-0.2547191710516246,-0.18305789029279942,4,4,1
-0.2485544005470853,-0.15981118459093696,1,1,1
-0.17560994345564787,-0.18831192102016386,4,4,1
-0.26589223474546386,-0.2937845888312575,0,0,1
-0.24582657467149807,-0.15029781710374843,4,4,1
-0.24661160574430957,-0.20536958394430413,2,2,1
-0.2462531962702927,-0.199975185532202,3,3,1
0.07694032710437028,-0.33850469447468484,2,2,1
-0.010296630489331224,-0.25090802001721,1,1,1
-0.2611705414427363,-0.21930087967614598,0,0,1
0.28022592283257297,0.7411844974766123,2,2,1
-0.2246611539207519,-0.19029845356674016,4,4,1
-0.2320322792397901,-0.18381576791445614,3,3,1
0.31651445133630396,0.4831730998063929,4,4,1
0.26036887681527926,0.43272652330099354,2,2,1
-0.24057873206439154,-0.2277152697839622,0,0,1
-0.2529153080486749,-0.20966417919462443,2,2,1
0.2550364103467123,0.4709131697418702,1,1,1
-0.20408293042327397,-0.20014043185213073,5,5,1
-0.26589223474546386,-0.2937845888312575,4,0,0
-0.2524648787739669,-0.21053042576574132,4,4,1
0.03460027457891802,0.36933842651975063,5,5,1
-0.21070122817633602,0.1278453900771437,5,5,1
-0.2547191710516246,-0.18305789029279942,4,4,1
4.115259417868081,-1.5048636956483057,5,5,1
5.316447126312882,-0.24363904687715357,3,3,1
-0.24557708070259981,-0.19617955903303155,3,3,1
-0.24201644274630074,-0.1578508582797814,1,1,1
-0.24365976773435577,-0.20149092002050437,5,5,1
-0.19888887162798974,0.3348451140367115,0,0,1
-0.22030478641405268,0.42205711472040347,5,5,1
-0.17766185793815106,0.36259939122373175,2,2,1
-0.24270060401772972,-0.1975997589445019,2,2,1
-0.22549774676025555,0.1463074562101968,4,4,1
-0.25329143601991266,-0.16301986603503618,1,1,1
-0.25334844616450125,-0.14600107459664763,4,4,1
1.2732050464740392,2.058711831406165,3,3,1
-0.25631615826702525,-0.18973564116977562,4,4,1
-0.24602699520050544,-0.19979219813407098,3,2,0
-0.23774271484701662,-0.1804814060386166,2,2,1
-0.2416124118924789,-0.18968781109421107,4,4,1
-0.2374159943589733,-0.21682259740441018,4,4,1
0.33848522018601884,1.0063721694004637,3,3,1
-0.24763064751847516,-0.16153528891340918,1,1,1
-0.22594110657087682,-0.26282058023766414,0,0,1
-0.2547191710516246,-0.18305789029279942,4,4,1
-0.266007118030829,-0.29722697459668795,0,4,0
0.09248715642997815,-0.09966536963184498,0,0,1
-0.2192587058531838,-0.19590295881111627,5,5,1
-0.2343570204249871,-0.19394531822398986,1,1,1
-0.24602699520050544,-0.19979219813407098,5,2,0
-0.25964382219497256,-0.2200221261667629,0,0,1
-0.14885090770074993,0.39230460665620326,3,3,1
-0.24786466806628113,-0.2054747809309171,2,2,1
-0.245789519205192,-0.20691079866286935,2,2,1
-0.2276102037055493,-0.19298626844566125,5,5,1
0.07310837502135159,-0.33281580043384296,5,5,1
-0.216016842450916,-0.19059794257190465,5,5,1
-0.20012985033902017,0.15638235870860656,4,4,1
-0.2676596624292212,-0.28766430151419825,0,0,1
-0.22752336621699631,-0.19713659104341122,1,1,1
0.10313110135386153,-0.31615637331357854,1,1,1
-0.21866974200358377,-0.1705211695548611,1,1,1
-0.24747236963172256,-0.19910740803603577,4,4,1
-0.1733405670801533,0.35903120708265757,3,3,1
0.25274632466889224,0.41898725864760544,0,0,1
-0.2471151665635171,-0.19613568191671885,2,2,1
0.4142883741474103,1.5569949454095084,3,3,1
-0.24923258798277798,-0.20488681305354847,2,2,1
-0.21421115278508213,-0.19749711128713743,2,2,1
-0.16827652299790843,0.18318879245170244,0,0,1
0.5401690281010927,-0.5716378255194874,5,5,1
-0.2489928190443377,-0.2064364828089735,2,2,1
4.123686446264867,-1.4182370805491806,5,5,1
-0.13794949687616412,0.6746148701662289,3,3,1
-0.21357511765176213,0.1015266210393863,0,0,1
-0.2305053279305947,-0.234042762812613,5,5,1
-0.24071123095056554,-0.19890878979759977,2,2,1
-0.1621914968796701,0.3505453378209808,3,3,1
-0.24605414732705333,-0.19983231020625053,1,1,1
-0.2503817251670069,-0.11965719880233157,1,1,1
0.28668112417010083,0.757885500282189,3,3,1
4.04587624432794,-1.452819187687207,3,3,1
0.38490184985448156,-0.45251301311564934,1,1,1
-0.24379075044148382,0.02325207481299345,0,5,0
-0.24211953056953558,-0.14187245118735448,1,1,1
0.06498814389936776,-0.3092790228966316,4,4,1
0.3321385885205283,0.9776257731588568,4,4,1
0.7137709106082359,0.5193516523582684,0,0,1
0.8354236816016158,-0.711989689529025,0,0,1
0.35111643882580695,1.3511691234152867,4,4,1
-0.2570642738827132,-0.18162252881857793,4,4,1
-0.24309244868234486,-0.20102358613694404,2,2,1
-0.24602699520050544,-0.19979219813407098,3,2,0
-0.24722652619631874,-0.20021273794950592,2,2,1
0.07104553979276165,-0.33600698505254595,4,4,1
0.11825299967392408,-0.31126259588298083,1,1,1
-0.24602699520050544,-0.19979219813407098,5,2,0
0.11447356651042792,-0.32455097841153513,0,0,1
-0.17500747761518126,0.39591349979025287,1,1,1
-0.22361703759273444,-0.2064266338436096,5,5,1
-0.24602699520050544,-0.19979219813407098,0,2,0
-0.24341873480229695,-0.19173843159254275,3,3,1
-0.22404518369124465,-0.22656603364984876,5,5,1
-0.24140802282388227,-0.19899013377732677,5,5,1
0.2714972960719493,0.45858722951618475,2,2,1
-0.2571266263637905,-0.29168745719489564,0,0,1
-0.2606018326463752,-0.24266677404851908,4,4,1
-0.26589223474546386,-0.2937845888312575,0,0,1
-0.2501990522562474,-0.20438493803804855,0,0,1
1.5059646126539632,0.27692558597637745,1,1,1
0.45187523580774586,0.3180754930496852,2,2,1
-0.24492305782921056,-0.20381518306052235,0,0,1
-0.2530144308924621,-0.30042168383218465,2,2,1
0.28231297311172204,0.7482713620387651,1,1,1
-0.28538794309844295,-0.3879447440374477,0,0,1
-0.24823167291329912,-0.1845176645200259,0,0,1
4.191682519643029,-1.5140722573584613,5,5,1
-0.26018180195399476,-0.2257831705725167,0,0,1
-0.24996365069132928,-0.19991706698875703,0,0,1
-0.24602699520050544,-0.19979219813407098,3,2,0
4.113757230911538,-1.449616972851697,1,1,1
-0.17371074667336056,0.3462970868511848,3,3,1
3.908961067136527,-1.3303439053316373,1,1,1
-0.24537853475624602,-0.19977861710442493,3,3,1
-0.2098402481138916,0.13566865207649176,2,2,1
-0.24923258798277798,-0.20488681305354847,2,2,1
-0.21803546599308107,0.16876058199161362,4,4,1
-0.2463022898446349,-0.18095272238230548,2,2,1
0.25602252509581536,0.4203673372608052,3,3,1
-0.24602699520050544,-0.19979219813407098,3,2,0
-0.2367520342402338,-0.1943952059784606,0,0,1
-0.12419812609745966,-0.1460935617520055,5,5,1
-0.24114486103658095,-0.2247642445240944,4,4,1
-0.24102164828011224,-0.18964987633402872,5,5,1
-0.14530810670723487,0.3820675915630863,3,3,1
-0.2549030712253888,-0.18445108183593442,4,4,1
-0.24165502877041056,-0.2020674708767534,1,5,0
0.5673350219650638,0.28318884751375467,2,2,1
-0.23832672006061892,-0.18969963048333316,2,2,1
-0.2193159473285005,-0.23591658177771677,2,2,1
-0.2547191710516246,-0.18305789029279942,4,4,1
-0.2408951444932263,-0.14315950679984832,1,1,1
-0.2464346178362784,-0.15706171131342414,1,1,1
-0.19792510879673966,-0.16469455015093623,5,5,1
-0.246001868305983,-0.20378478686908177,1,1,1
0.2564607753404761,0.42781497166614224,3,3,1
-0.24923258798277798,-0.20488681305354847,2,2,1
0.00455830271011756,0.2589580740670931,3,3,1
0.13516596105488787,0.7528301269938161,3,3,1
-0.046213237481391146,-0.29435123677658015,2,2,1
-0.21141735328271788,0.17515685584555202,1,1,1
0.2818182475931917,0.7452014785890914,3,3,1
-0.13614174522376557,0.6967260426070322,3,3,1
-0.24602699520050544,-0.19979219813407098,4,2,0
-0.20994364983118402,-0.16552527112108767,2,2,1
0.06778478124551283,-0.3317722716267055,1,1,1
-0.23313815595125528,-0.22893290862165272,5,5,1
-0.1018925750732362,1.0832500239256868,3,3,1
-0.24602699520050544,-0.19979219813407098,4,2,0
0.34107000300619805,1.1049054857076595,4,4,1
-0.2229478321383457,-0.1446862461787941,1,1,1
0.08981535141509718,-0.2957807510800504,2,2,1
-0.08661583455833598,0.9572676298101808,3,3,1
-0.22031475335572312,0.12396450722775468,1,1,1
3.8771036662697487,-1.3704966046954579,2,2,1
-0.24602699520050544,-0.19979219813407098,5,2,0
-0.2184342004299919,0.12514737908325418,4,4,1
-0.22272902773847186,-0.13252188216805807,3,3,1
-0.25344513681361935,-0.18130150657474997,4,4,1
0.7049421220984281,0.20814743988169682,3,3,1
-0.24608075804586066,-0.19987251561160338,2,2,1
0.09284736539329548,-0.2932979366867449,1,1,1
-0.24852697250505337,-0.15977910571715712,1,1,1
-0.30465139127370233,-0.49491219933703895,0,0,1
-0.24649732782322345,-0.20406591711601843,0,0,1
-0.2656030658895829,-0.29386909151175233,0,0,1
-0.23101177837584141,-0.19090218378434942,2,2,1
-0.22833180930057578,0.16766402334509692,4,4,1
-0.12453880566503282,0.3747812409340644,5,5,1
-0.24852697250505337,-0.15977910571715712,1,1,1
-0.20988174814597363,-0.19114060045991726,5,5,1
0.28118981426967,0.4339351173718112,1,1,1
-0.23117207861992606,-0.1510909601782335,1,1,1
-0.24403778602207526,-0.1838614015578399,0,0,1
1.509095897832105,-0.037269339664324774,3,3,1
-0.24636736140324894,-0.20026586781031297,5,5,1
0.18214843695090538,-0.4024111791372307,4,4,1
0.8671894675054779,1.6103006509070832,1,1,1
-0.2257229706646831,0.12228199123692865,5,5,1
0.28067200367404294,0.7438407511278285,3,4,0
3.881117577617884,-1.3856267189986766,0,0,1
0.26142828359901626,0.4799881050548084,1,1,1
-0.23693402294049473,-0.19742532316226707,5,2,0
-0.22134640856128623,0.12243151606607781,0,0,1
-0.2697495575404455,-0.30376523281592793,4,4,1
-0.212247029119687,-0.17421104757965644,2,2,1
0.18214843695090538,-0.4024111791372307,4,4,1
-0.22049525323094604,-0.20427749773271164,1,1,1
-0.19590919992502856,-0.014493924735165371,4,4,1
-0.17319450224357624,0.3434186794619471,1,1,1
-0.18259143499811667,-0.16339377922237344,5,5,1
-0.2188079952672512,-0.1853601743857762,5,5,1
-0.19467927736053212,0.25052956730481307,0,0,1
-0.246117829805643,-0.20013945564278504,4,4,1
-0.24979569626884252,-0.20492800805920003,0,0,1
-0.2479052432011923,-0.20698699592084546,4,4,1
-0.2303392470036527,-0.19571736952829408,2,2,1
0.44955137389130767,-0.10292573160803836,1,1,1
-0.17404457388714067,0.3620947871670068,1,1,1
-0.25586781585732066,-0.1835754210750074,4,4,1
-0.2459306499983247,-0.20001237009811867,4,4,1
-0.2408326097854841,-0.1967700402288217,2,2,1
-0.2544967355962878,-0.2147021992346141,0,0,1
-0.24602699520050544,-0.19979219813407098,1,2,0
0.36940468919409564,1.1078267334305216,3,3,1
-0.23136340420309182,-0.17967905687022637,0,0,1
-0.24776228079030224,-0.1997498064534458,2,2,1
0.13923448242188685,0.2138307251496617,2,3,0
-0.26901160869628915,-0.307043295145514,0,0,1
0.22232324436414272,-0.3629574123352487,1,1,1
0.3851325085867699,-0.45666921161862134,5,5,1
0.255794641336121,0.421546002112857,2,5,0
-0.24741204837644548,-0.19918436962339722,0,1,0
-0.19301908433546694,-0.19987264121641993,5,5,1
-0.22119845146233874,0.12255174719480573,0,0,1
0.3444989271223076,0.8984110929126875,0,0,1
-0.24319949205524577,-0.20355668030620375,5,5,1
-0.2425653009282065,-0.19435211148275877,1,1,1
0.24901626814111658,0.44001064968559245,4,4,1
0.02005530114913179,0.3808015664752205,0,1,0
-0.24970704825866089,0.04524446802498569,4,4,1
-0.2179887062532361,-0.12633531909037687,1,1,1
-0.04627295707579723,-0.28470380224051045,3,3,1
0.5398141270053023,0.8794863388265226,3,3,1
-0.2413591311265065,-0.15806354720066126,1,1,1
-0.14017698264728493,0.787971235899521,1,1,1
-0.2323063719135577,-0.10983245386147364,3,3,1
0.04892810146318635,0.24906429563280982,3,2,0
-0.20787591998883853,0.17872087496457525,1,1,1
0.5511586043838373,0.19652928378660076,0,0,1
0.09760009223145086,-0.009294498357099806,5,5,1
-0.24707739392305636,-0.19940241700299846,5,5,1
-0.18281206111636067,-0.0617725401166955,3,3,1
